"construction_era","zoning_land_use_regulation","property_age","has_basement","neighborhood_quality","exterior_condition","central_air","basement_finish_type","lot_size","num_floors","square_feet","bedrooms","bathrooms","total_rooms","garage_capacity","has_fireplace","sale_price"
"2000_Present","Moderate",109.252400392511,"Yes","High","Good","No","Full",13559.3557917876,2,3004.88536719628,3,7.32893008178175,5,"None","Yes",487230.395822139
"1950-1979","Very_Permissive",106.163179530557,"Yes","High","Fair","Yes","Full",18418.4994661293,4,4069.78789120109,3,7.27968510983873,11,"Single","Yes",812865.645583883
"1980-1999","Permissive",108.526398810869,"Yes","Medium","Fair","Yes","None",45462.0443349291,3,5685.01136254512,7,7.42922462052934,12,"Double","No",1131948.82685193
"1980-1999","Permissive",101.745825196971,"Yes","Very_High","Average","No","Full",11334.489266107,1,2460.91159579511,1,7.89795555084788,4,"Single","No",518869.899683081
"1920-1949","Moderate",109.382868537375,"No","Medium","Good","Yes","None",11930.7534298965,1,2161.5038362551,1,7.13609697092118,4,"Double","No",372315.298718335
"2000_Present","Moderate",109.441317620812,"No","Medium","Average","Yes","None",4675.84933081478,1,1607.8205250996,1,7.9653079850116,4,"Single","No",182989.443789849
"1950-1979","Permissive",103.70254593831,"Yes","High","Average","Yes","Partial",13393.2371304471,2,2047.59254007274,1,7.36359824905579,2,"Double","No",401704.425649916
"2000_Present","Moderate",104.781467456017,"Yes","High","Good","No","None",10660.8287173374,2,2227.65296793947,1,7.67252854435898,3,"Triple","No",607482.688345189
"1950-1979","Restrictive",106.081282323858,"No","Very_Low","Average","Yes","None",3296.80982791055,2,2281.82867807205,1,7.96065576406205,6,"Double","Yes",302553.062806073
"2000_Present","Very_Permissive",97.1789932169156,"No","High","Good","No","None",30993.6217515823,3,3911.62208488182,8,7.80695829743675,6,"Triple","No",1028969.67417331
"1920-1949","Restrictive",98.5044954809623,"No","Low","Average","Yes","None",5167.92801750407,2,2072.09632237816,2,7.58532361952327,3,"Double","No",305795.280133804
"1980-1999","Moderate",91.1471324358365,"No","High","Good","Yes","Partial",5143.54707769505,2,2537.85423694215,4,7.50282656239032,5,"Quad","No",686828.237447956
"1980-1999","Very_Restrictive",107.003661643112,"Yes","Low","Good","Yes","Partial",4843.41236140392,1,2220.31906175351,1,6.05934979121535,4,"Double","Yes",327381.389466039
"2000_Present","Permissive",109.048352273758,"Yes","Very_High","Fair","Yes","Full",25613.7452823492,2,2345.91528564847,5,7.0412323835473,6,"Single","Yes",499243.105830388
"1950-1979","Moderate",99.7053805724438,"Yes","High","Average","Yes","Partial",27973.9291249608,1,3652.62971218593,4,7.71436162275554,7,"Double","No",491593.429508179
"1950-1979","Restrictive",101.623223830605,"Yes","High","Average","Yes","Full",11204.4868010455,1,2718.95433472981,1,7.90829139877557,5,"Single","Yes",317989.11364912
"1950-1979","Moderate",107.358680275321,"Yes","Medium","Fair","Yes","Partial",8933.49632793895,1,2115.10704627629,1,7.2778143619228,6,"Double","Yes",316938.450064802
"2000_Present","Moderate",93.6526207202299,"No","High","Excellent","Yes","Partial",10650.285051974,1,1975.66486216741,1,7.60324745367447,4,"Double","Yes",514463.131610337
"2000_Present","Moderate",95.9234920380676,"Yes","Very_Low","Excellent","Yes","Full",2340.93930768341,1,3211.64797521825,2,6.79559953429727,3,"None","Yes",584405.233223699
"1950-1979","Moderate",106.186138625219,"Yes","Medium","Excellent","Yes","None",4653.23945278422,1,2203.19952295803,4,7.9132292379549,5,"Double","Yes",406860.812688023
"1950-1979","Restrictive",98.8276893186471,"Yes","Medium","Fair","Yes","Partial",13857.8471262548,1,1841.21060491823,0,6.94423327516246,4,"None","Yes",409677.66004082
"1950-1979","Moderate",108.631396779268,"No","High","Fair","Yes","None",19323.1993234243,1,3109.1325995512,3,7.26722163513616,5,"Single","Yes",633400.881888129
"1950-1979","Moderate",95.6909294846615,"No","Low","Excellent","Yes","Partial",6958.08491654226,1,1944.69565773389,3,7.71106387854625,3,"Double","Yes",628788.57389227
"2000_Present","Moderate",102.921981785351,"Yes","High","Good","No","Partial",21161.1600926124,2,2607.74233228162,3,7.77232439481448,5,"Double","Yes",476488.145238871
"2000_Present","Permissive",108.457242342606,"Yes","High","Excellent","No","Partial",16818.7720678906,2,1572.54441076781,6,7.86204212018666,4,"Single","Yes",354301.739623865
"1950-1979","Moderate",108.801739800137,"Yes","Low","Fair","Yes","Partial",6940.89095105805,1,2619.16244127498,4,7.75047922661839,11,"None","No",279106.322736021
"2000_Present","Moderate",109.92415261963,"Yes","Medium","Good","No","Partial",7574.41101429043,1,2280.68440241296,4,7.90615116887158,6,"None","Yes",428875.941563145
"2000_Present","Permissive",102.377751193199,"Yes","Medium","Good","Yes","Partial",11292.0262873383,1,1928.87913591773,1,7.83696822869824,3,"Single","Yes",351342.647653856
"1980-1999","Restrictive",103.33233967295,"No","High","Average","No","Partial",6225.93420484754,2,2919.79051812708,3,7.32242817423463,4,"Double","No",362294.545518253
"1980-1999","Permissive",104.7352814132,"Yes","Medium","Good","Yes","None",41948.9433624425,3,3815.74491913913,8,7.59736762998187,9,"Single","Yes",556089.40471653
"1980-1999","Very_Permissive",107.787457843268,"Yes","High","Good","Yes","Partial",14907.4375959723,1,1872.90887249088,2,5.67051538098388,2,"Double","Yes",323308.402418687
"1920-1949","Restrictive",108.769950760823,"No","High","Average","Yes","None",7100.43641541409,2,2352.23818614526,1,6.87528835459671,4,"Single","Yes",571243.064057145
"2000_Present","Moderate",102.980566517166,"Yes","Low","Good","No","Full",4732.05797648105,1,2002.70665600818,6,7.85917795400814,3,"Single","Yes",279149.239971536
"1950-1979","Very_Restrictive",99.9152274929753,"Yes","Medium","Good","Yes","Full",4846.86321898838,3,2265.81874581721,3,7.10025093018779,2,"Double","No",549184.006959899
"2000_Present","Very_Restrictive",105.850363761863,"No","Very_Low","Average","No","Partial",4348.19331524195,2,2257.65433788805,1,7.48423864481686,2,"Double","Yes",195332.158266853
"1950-1979","Moderate",102.224644622437,"Yes","Low","Average","Yes","Full",10363.5071286088,4,2336.09789312029,4,7.43038541474338,4,"Double","Yes",525723.179165224
"1950-1979","Restrictive",105.452204039618,"Yes","High","Average","Yes","Partial",10643.8148874339,2,2584.46733937122,2,7.87818530087626,5,"Double","Yes",718794.49254029
"2000_Present","Moderate",88.1248835750947,"No","Very_High","Average","No","None",13349.0076632248,1,2611.6533870535,4,7.17527300134337,2,"Triple","Yes",478011.253382856
"2000_Present","Very_Restrictive",107.018817025579,"Yes","Medium","Average","Yes","Partial",10788.9142600536,2,2472.43091501932,4,7.79239103008426,4,"Double","Yes",403946.474805874
"1950-1979","Restrictive",104.225219429531,"Yes","Medium","Good","Yes","Partial",12406.9899779992,2,2950.05902927736,3,7.89597864892903,3,"Double","Yes",438775.61297564
"1950-1979","Moderate",93.896835500888,"No","Low","Average","Yes","None",6151.43066666147,1,2341.40135839563,2,7.76126568881904,7,"None","No",441664.588441829
"1920-1949","Very_Permissive",93.1733186006647,"No","Very_High","Good","Yes","None",51595.6176267738,1,3522.33718844683,3,7.73454016029578,2,"Single","Yes",681892.200624769
"1950-1979","Moderate",108.047410249385,"Yes","High","Average","Yes","Partial",13243.9738508353,2,1849.47703048411,3,7.14685470324022,2,"Single","Yes",360905.991136775
"2000_Present","Moderate",106.477257944159,"Yes","High","Good","Yes","None",29441.9921537374,2,3130.73711519234,0,7.77435256894042,3,"Double","Yes",845032.390982524
"1920-1949","Very_Restrictive",103.447066816967,"No","Low","Average","Yes","None",4215.47519147863,1,1759.45815558343,1,7.27410570683683,2,"None","Yes",267940.601586565
"1950-1979","Permissive",107.72260367234,"Yes","High","Excellent","Yes","Partial",12769.4003207586,1,2590.08800227929,4,7.97768780230913,5,"Single","Yes",594290.102425401
"1980-1999","Moderate",106.296220799299,"Yes","Medium","Average","No","Full",5408.39119333233,3,1707.39088854731,2,7.19616420358738,6,"None","Yes",284388.611408741
"2000_Present","Permissive",105.905854895429,"No","High","Average","Yes","None",14335.5771243481,1,2109.78044242727,5,7.9932897259316,5,"Single","No",567979.264361057
"2000_Present","Very_Permissive",101.506026198975,"Yes","Very_High","Average","Yes","Full",32717.0304905067,3,3161.2415921451,4,7.02212891922585,4,"Double","Yes",652355.570152906
"1980-1999","Moderate",106.035900360916,"No","High","Good","Yes","None",6629.136415783,1,1850.20809807272,0,7.02412834715809,6,"Double","Yes",319522.71575868
"1950-1979","Moderate",101.831294459495,"No","Medium","Average","Yes","Partial",4591.16874435637,1,1509.62675506347,2,7.5581102089113,4,"Single","Yes",575455.668942128
"Pre-1920","Very_Permissive",109.742543669144,"No","Very_High","Average","Yes","Partial",29849.9677356342,2,2956.54768452964,3,7.73111364935183,3,"Double","Yes",886364.6226955
"1980-1999","Very_Restrictive",96.4066685049645,"Yes","Medium","Average","Yes","Partial",8142.0540349785,2,1951.35564053566,2,5.63516755649273,3,"Single","No",305338.909851835
"1950-1979","Moderate",100.853540764705,"Yes","High","Average","No","Partial",32926.2655231225,3,7009.02022527367,7,7.70681584784952,6,"Double","Yes",1888977.03167624
"1920-1949","Moderate",103.21279987916,"No","Very_High","Average","Yes","None",34688.887598951,3,3949.80094612838,1,7.85482178875066,5,"Triple","Yes",907124.213236124
"1980-1999","Restrictive",108.619501323329,"Yes","Medium","Fair","Yes","Full",4963.02157433056,1,2014.47234422136,3,7.364352023577,3,"Single","Yes",396317.905036378
"1950-1979","Moderate",106.943537666326,"Yes","Medium","Good","Yes","Partial",11836.2762259886,1,2201.37184146732,6,7.43824634384464,3,"Single","Yes",507541.293184586
"1950-1979","Permissive",90.6698979941384,"Yes","Very_High","Average","Yes","Full",9478.83393629644,1,2714.77152046476,2,7.9232849636295,8,"None","No",519942.69198476
"2000_Present","Moderate",102.039436075152,"Yes","Low","Average","Yes","Partial",3896.64318726422,3,2449.05636458879,2,7.8564247542757,4,"None","Yes",463431.832937182
"1980-1999","Very_Restrictive",108.997474116954,"No","Low","Average","Yes","None",3406.55320041747,1,1712.07090235996,4,7.51352323228984,4,"Double","No",399732.565442945
"1980-1999","Moderate",107.724081477415,"Yes","High","Average","Yes","Full",14383.5875648725,1,1887.21009307606,3,7.40734921288444,5,"None","Yes",367977.993212487
"1950-1979","Moderate",105.293522225984,"No","Medium","Poor","Yes","None",9977.06862617179,2,2286.24562955705,4,7.43691194937358,2,"Triple","No",397534.097684413
"2000_Present","Restrictive",109.399927215088,"Yes","High","Good","No","Full",7109.69548296028,1,2027.85559124688,1,7.59611114163344,3,"Single","Yes",355909.059372574
"1980-1999","Moderate",101.33931007968,"No","Low","Average","Yes","Full",3804.11491972891,1,1561.64345324857,2,7.98718867442169,3,"Single","Yes",324809.374439909
"2000_Present","Moderate",109.005784584157,"Yes","Very_High","Good","Yes","Full",35359.5431862808,4,4984.54596379175,9,7.92758364933972,6,"Double","Yes",1562381.15104247
"2000_Present","Moderate",109.638638215692,"Yes","Medium","Good","No","None",8139.89472922763,1,1971.11499936514,6,7.809417743746,2,"Double","Yes",448582.104803789
"1950-1979","Moderate",108.349373561737,"Yes","Low","Good","Yes","Full",3336.05772008921,2,2701.26079028247,5,7.77309673400033,4,"Double","Yes",798947.171130232
"1950-1979","Moderate",104.04936634245,"Yes","Low","Average","Yes","Full",7586.74606435171,1,2989.10749843228,2,7.16904615270599,7,"Double","Yes",276677.265950333
"2000_Present","Permissive",101.322508260677,"No","Low","Excellent","No","Partial",6215.77090288512,1,2846.89906462864,5,6.81951916442925,5,"Single","Yes",408159.057033318
"1980-1999","Restrictive",107.994993243013,"Yes","Medium","Average","Yes","Full",16531.3342361081,2,2280.80580788211,2,6.73085008255385,2,"Double","Yes",542712.355740695
"1920-1949","Moderate",109.753334560306,"Yes","Very_Low","Good","Yes","Full",2464.22966440654,1,1989.50440956757,3,7.47739411140896,3,"None","Yes",355766.446922621
"2000_Present","Moderate",107.783285013423,"Yes","Very_High","Good","Yes","None",30583.0759021623,2,4757.41798944964,5,7.74024698782052,8,"Double","Yes",1346024.46794753
"1980-1999","Moderate",104.750986961875,"Yes","Medium","Fair","No","Partial",20706.3978153992,1,2200.60338255349,1,6.43350026399237,6,"Single","Yes",371832.325530138
"1980-1999","Moderate",101.724379133675,"Yes","Low","Poor","Yes","Partial",2818.43227307873,1,2447.16260579656,3,7.92987785224408,4,"Double","No",274429.11942352
"2000_Present","Very_Restrictive",102.119626000825,"Yes","Medium","Good","Yes","Full",17538.3412817879,3,3090.98090935142,6,7.34166932675771,5,"Double","No",661530.494600322
"1920-1949","Very_Restrictive",106.332770111769,"No","Very_Low","Excellent","Yes","None",8514.38886984606,1,2862.04161030719,1,7.63776359781699,3,"Double","Yes",392703.243051259
"2000_Present","Permissive",109.717156290002,"Yes","High","Good","Yes","None",10438.8692156341,3,2265.70496508073,2,7.77488934908589,2,"Double","No",484161.227080705
"1950-1979","Moderate",101.73728305777,"Yes","Medium","Good","Yes","Partial",7507.01583788506,3,2481.343923587,1,6.82051830396465,5,"Double","No",420793.079370507
"2000_Present","Permissive",97.8961015126005,"Yes","High","Excellent","No","Partial",22148.8435343641,1,1548.40211109393,3,7.20844204039536,8,"Double","Yes",481728.989079615
"1950-1979","Restrictive",85.1622037311077,"No","Very_High","Average","Yes","Partial",11282.569215595,2,2271.38222467224,4,6.12394095845471,2,"None","Yes",494455.515705671
"1950-1979","Permissive",107.760087489758,"Yes","High","Fair","Yes","None",12433.3170546496,2,2157.83416646976,0,7.46123099608945,3,"Triple","No",454423.512160645
"1950-1979","Permissive",99.6512228165576,"No","Very_High","Average","Yes","None",15462.7539889839,3,3323.9056039535,7,7.85312923332695,3,"Double","Yes",1100601.89581059
"2000_Present","Moderate",93.8165835588744,"No","Very_High","Good","Yes","Partial",11424.7686122651,1,2872.07423559435,1,7.67042496865972,4,"Double","Yes",872119.075781354
"1980-1999","Moderate",81.6986485610052,"Yes","Medium","Excellent","Yes","Full",31248.1544873385,1,3401.10857509988,4,6.49015631792785,9,"Double","No",607741.969263494
"1950-1979","Moderate",109.778694806267,"Yes","Very_Low","Average","Yes","Full",2825.46647856724,1,1661.31219049268,2,7.17988890041635,5,"Single","No",211882.864555669
"1950-1979","Moderate",104.391816503209,"Yes","Medium","Good","Yes","Partial",7521.92838020753,2,1814.67279796115,3,6.62102213761226,3,"Double","Yes",303518.53422315
"2000_Present","Moderate",104.198039043452,"Yes","Medium","Good","No","None",8659.63682510216,2,2667.93795293419,4,7.13309432422271,5,"Single","Yes",629270.213141952
"1980-1999","Permissive",106.73825001635,"Yes","Medium","Good","Yes","Partial",6125.10718402902,1,2166.60421130738,2,7.52240372541796,5,"Double","No",349519.208487136
"1950-1979","Restrictive",97.476490126443,"No","Low","Average","Yes","Partial",3960.22549383857,2,2063.05242264828,1,7.63124429122624,2,"Triple","Yes",385466.859000108
"2000_Present","Moderate",105.447900648415,"Yes","Medium","Good","Yes","Partial",10154.7774257403,1,2100.02333665517,4,7.82118447119916,4,"None","Yes",416438.226140666
"1950-1979","Restrictive",103.510807715478,"No","Medium","Fair","Yes","None",8958.02589157624,2,2807.94563202821,3,7.24104927872785,3,"Double","Yes",453406.049945916
"1950-1979","Permissive",93.0319390594832,"Yes","High","Poor","Yes","None",10822.0636693318,1,2215.25434826754,5,6.7569805464824,6,"Double","No",335753.512072234
"1980-1999","Moderate",106.134095649857,"Yes","High","Good","Yes","Partial",8110.66979955787,2,2452.73931748967,3,7.68571952703017,6,"Single","Yes",503701.803146995
"2000_Present","Restrictive",108.938142820431,"Yes","High","Average","Yes","Partial",17710.1616890822,2,1835.19418032384,3,7.75572762915819,2,"None","No",387584.112277367
"2000_Present","Moderate",109.835244642106,"No","High","Fair","Yes","None",4265.45738289263,1,2414.52026700875,1,7.54406834933085,2,"Double","Yes",445191.046060435
"2000_Present","Restrictive",101.126922265728,"Yes","Very_Low","Average","Yes","Full",5739.03784609254,1,2208.52040428691,1,7.27019518713143,2,"Double","Yes",239967.029209696
"2000_Present","Moderate",96.9571453625197,"No","High","Average","Yes","Partial",20063.5543242479,1,1799.42726233464,3,7.40259305102019,7,"Double","Yes",436362.870683407
"1980-1999","Restrictive",91.6515679241948,"No","High","Good","Yes","None",3318.07178466928,1,2204.9719545802,2,7.99802899651124,5,"Single","Yes",612695.383596797
"Pre-1920","Moderate",97.6440888592879,"Yes","Medium","Average","Yes","Partial",9170.32830290143,4,2374.9775255094,2,7.95899117426045,7,"Triple","No",402559.425312145
"1980-1999","Very_Restrictive",102.226186298551,"No","Medium","Good","No","None",13070.6184407389,4,2961.11757799709,2,7.49209585203988,12,"Double","Yes",311315.043872406
